web-scraper-order,web-scraper-start-url,Country,Country-href,State,State-href,City,City-href,LOCATIONS,Status,AQI-US,AQI-IN,PM25,PM10,Temp,Humid
"1681847227-4142","https://www.aqi.in/","Iran","https://www.aqi.in/dashboard/iran","Alborz","https://www.aqi.in/dashboard/iran/alborz","Nazarabad","https://www.aqi.in/dashboard/iran/alborz/nazarabad","Eshtehard","GOOD","50","19","12","0","17","32"
"1681847236-4143","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Yogyakarta","https://www.aqi.in/dashboard/indonesia/yogyakarta","Yogyakarta","https://www.aqi.in/dashboard/indonesia/yogyakarta/yogyakarta","Sleman","GOOD","78","42","25","0","23","94"
"1681847241-4144","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Sumatera Utara","https://www.aqi.in/dashboard/indonesia/sumatera-utara","Medan","https://www.aqi.in/dashboard/indonesia/sumatera-utara/medan","Medan","UNHEALTHY","171","214","94","0","28","84"
"1681847247-4145","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Sumatera Selatan","https://www.aqi.in/dashboard/indonesia/sumatera-selatan","Palembang","https://www.aqi.in/dashboard/indonesia/sumatera-selatan/palembang","Palembang","GOOD","78","42","25","41","26","94"
"1681847252-4146","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Sumatera Barat","https://www.aqi.in/dashboard/indonesia/sumatera-barat","Solok","https://www.aqi.in/dashboard/indonesia/sumatera-barat/solok","Tanjung Harapan","GOOD","38","15","9","0","22","97"
"1681847258-4147","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Sulawesi Tengah","https://www.aqi.in/dashboard/indonesia/sulawesi-tengah","Poso","https://www.aqi.in/dashboard/indonesia/sulawesi-tengah/poso","Lore Lindu","GOOD","33","14","8","0","17","99"
"1681847264-4148","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Sulawesi Selatan","https://www.aqi.in/dashboard/indonesia/sulawesi-selatan","Makassar","https://www.aqi.in/dashboard/indonesia/sulawesi-selatan/makassar","Maros","GOOD","84","47","28","0","26","84"
"1681847275-4149","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Riau","https://www.aqi.in/dashboard/indonesia/riau","Pekanbaru","https://www.aqi.in/dashboard/indonesia/riau/pekanbaru","Pekanbaru","MODERATE","134","82","49","0","24","99"
"1681847283-4150","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Papua Barat","https://www.aqi.in/dashboard/indonesia/papua-barat","Sorong","https://www.aqi.in/dashboard/indonesia/papua-barat/sorong","Sorong","GOOD","57","25","15","0","26","82"
"1681847289-4151","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Lampung","https://www.aqi.in/dashboard/indonesia/lampung","Bandar Lampung","https://www.aqi.in/dashboard/indonesia/lampung/bandar-lampung","Pesawaran","MODERATE","119","71","43","0","23","93"
"1681847295-4152","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Kepulauan Riau","https://www.aqi.in/dashboard/indonesia/kepulauan-riau","Patam","https://www.aqi.in/dashboard/indonesia/kepulauan-riau/patam","Batam","GOOD","84","46","28","0","29","84"
"1681847301-4153","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Kalimantan Timur","https://www.aqi.in/dashboard/indonesia/kalimantan-timur","Samarinda","https://www.aqi.in/dashboard/indonesia/kalimantan-timur/samarinda","Samarinda","GOOD","74","38","23","0","23","99"
"1681847307-4154","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Kalimantan Tengah","https://www.aqi.in/dashboard/indonesia/kalimantan-tengah","Palangkaraya","https://www.aqi.in/dashboard/indonesia/kalimantan-tengah/palangkaraya","Palangka Raya","GOOD","33","14","8","0","26","90"
"1681847312-4155","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Kalimantan Selatan","https://www.aqi.in/dashboard/indonesia/kalimantan-selatan","Martapura","https://www.aqi.in/dashboard/indonesia/kalimantan-selatan/martapura","Kotabaru","GOOD","33","13","8","0","24","96"
"1681847317-4156","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Kalimantan Barat","https://www.aqi.in/dashboard/indonesia/kalimantan-barat","Pontianak","https://www.aqi.in/dashboard/indonesia/kalimantan-barat/pontianak","Mempawah","MODERATE","127","77","46","0","25","100"
"1681847317-4157","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Kalimantan Barat","https://www.aqi.in/dashboard/indonesia/kalimantan-barat","Pontianak","https://www.aqi.in/dashboard/indonesia/kalimantan-barat/pontianak","Supadio","MODERATE","129","78","47","0","25","100"
"1681847323-4158","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Jawa Tengah","https://www.aqi.in/dashboard/indonesia/jawa-tengah","Semarang","https://www.aqi.in/dashboard/indonesia/jawa-tengah/semarang","Semarang","MODERATE","95","55","33","0","25","91"
"1681847328-4159","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Jawa Barat","https://www.aqi.in/dashboard/indonesia/jawa-barat","Sukabumi","https://www.aqi.in/dashboard/indonesia/jawa-barat/sukabumi","Cibeureum","GOOD","21","23","0","23","21","97"
"1681847337-4160","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Jawa Barat","https://www.aqi.in/dashboard/indonesia/jawa-barat","Bandung","https://www.aqi.in/dashboard/indonesia/jawa-barat/bandung","Malang","GOOD","33","14","8","0","21","94"
"1681847342-4161","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Jambi","https://www.aqi.in/dashboard/indonesia/jambi","Jambi","https://www.aqi.in/dashboard/indonesia/jambi/jambi","Jambi","POOR","139","86","51","0","24","97"
"1681847342-4162","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Jambi","https://www.aqi.in/dashboard/indonesia/jambi","Jambi","https://www.aqi.in/dashboard/indonesia/jambi/jambi","Muaro Jambi","MODERATE","74","38","23","0","24","97"
"1681847348-4163","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Jakarta","https://www.aqi.in/dashboard/indonesia/jakarta","Jakarta","https://www.aqi.in/dashboard/indonesia/jakarta/jakarta","Jakarta","GOOD","89","49","30","49","26","94"
"1681847348-4164","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Jakarta","https://www.aqi.in/dashboard/indonesia/jakarta","Jakarta","https://www.aqi.in/dashboard/indonesia/jakarta/jakarta","Us Consulate","GOOD","80","43","26","49","26","94"
"1681847353-4165","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Bengkulu","https://www.aqi.in/dashboard/indonesia/bengkulu","Bengkulu","https://www.aqi.in/dashboard/indonesia/bengkulu/bengkulu","Bengkulu","GOOD","33","13","8","0","25","89"
"1681847359-4166","https://www.aqi.in/","Indonesia","https://www.aqi.in/dashboard/indonesia","Aceh","https://www.aqi.in/dashboard/indonesia/aceh","Banda Aceh","https://www.aqi.in/dashboard/indonesia/aceh/banda-aceh","Indrapuri","GOOD","50","20","12","0","27","81"
"1681847369-4167","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Uluberiya","https://www.aqi.in/dashboard/india/west-bengal/uluberiya","Munshirhat","MODERATE","87","69","29","69","30","84"
"1681847372-4168","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Titagarh","https://www.aqi.in/dashboard/india/west-bengal/titagarh","Dhakuria","MODERATE","97","89","34","89","30","84"
"1681847376-4169","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Shrirampur","https://www.aqi.in/dashboard/india/west-bengal/shrirampur","Dhakuria","MODERATE","97","88","34","88","30","84"
"1681847379-4170","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Shiliguri","https://www.aqi.in/dashboard/india/west-bengal/shiliguri","Dabgram","POOR","165","173","82","112","26","22"
"1681847379-4171","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Shiliguri","https://www.aqi.in/dashboard/india/west-bengal/shiliguri","Patkata Colony","POOR","157","127","68","123","26","22"
"1681847379-4172","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Shiliguri","https://www.aqi.in/dashboard/india/west-bengal/shiliguri","Punjabi Para","POOR","160","140","72","120","26","22"
"1681847379-4173","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Shiliguri","https://www.aqi.in/dashboard/india/west-bengal/shiliguri","Sevoke Road","POOR","155","113","64","104","26","22"
"1681847379-4174","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Shiliguri","https://www.aqi.in/dashboard/india/west-bengal/shiliguri","Ward 32 Bapupara","POOR","158","130","69","145","26","22"
"1681847382-4175","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Shantipur","https://www.aqi.in/dashboard/india/west-bengal/shantipur","B 9","MODERATE","95","82","33","82","30","84"
"1681847385-4176","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Rishra","https://www.aqi.in/dashboard/india/west-bengal/rishra","Dhakuria","MODERATE","97","90","34","90","30","84"
"1681847388-4177","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Rajmahal","https://www.aqi.in/dashboard/india/west-bengal/rajmahal","1 No Govt Colony","UNHEALTHY","174","251","88","301","31","15"
"1681847391-4178","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Raiganj","https://www.aqi.in/dashboard/india/west-bengal/raiganj","College Para","UNHEALTHY","188","279","99","329","31","15"
"1681847391-4179","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Raiganj","https://www.aqi.in/dashboard/india/west-bengal/raiganj","Dharampur","HAZARDOUS","317","410","124","438","31","15"
"1681847391-4180","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Raiganj","https://www.aqi.in/dashboard/india/west-bengal/raiganj","SDM Office_Khagra","POOR","162","156","77","183","31","15"
"1681847394-4181","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Panihati","https://www.aqi.in/dashboard/india/west-bengal/panihati","Dhakuria","MODERATE","97","90","34","90","30","84"
"1681847397-4182","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Navadwip","https://www.aqi.in/dashboard/india/west-bengal/navadwip","Anjangarh","MODERATE","95","82","33","82","30","84"
"1681847401-4183","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Naihati","https://www.aqi.in/dashboard/india/west-bengal/naihati","Munshirhat","MODERATE","95","83","33","83","30","84"
"1681847404-4184","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Medinipur","https://www.aqi.in/dashboard/india/west-bengal/medinipur","Mathurakati","MODERATE","115","68","41","63","31","39"
"1681847407-4185","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Mahadipur","https://www.aqi.in/dashboard/india/west-bengal/mahadipur","1 No Govt Colony","UNHEALTHY","165","206","83","256","31","15"
"1681847410-4186","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Madhyamgram","https://www.aqi.in/dashboard/india/west-bengal/madhyamgram","Dhakuria","MODERATE","95","83","33","83","30","84"
"1681847413-4187","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Kulti","https://www.aqi.in/dashboard/india/west-bengal/kulti","Pariharpur","POOR","158","142","70","163","30","45"
"1681847416-4188","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Krishnanagar","https://www.aqi.in/dashboard/india/west-bengal/krishnanagar","Anjangarh","MODERATE","95","82","33","82","30","84"
"1681847419-4189","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Kolkata","https://www.aqi.in/dashboard/india/west-bengal/kolkata","Ballygunge","MODERATE","112","79","40","79","30","84"
"1681847419-4190","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Kolkata","https://www.aqi.in/dashboard/india/west-bengal/kolkata","Ballygunge","MODERATE","95","67","33","67","30","84"
"1681847419-4191","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Kolkata","https://www.aqi.in/dashboard/india/west-bengal/kolkata","Chetla","MODERATE","89","63","30","63","30","84"
"1681847419-4192","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Kolkata","https://www.aqi.in/dashboard/india/west-bengal/kolkata","Dhakuria","MODERATE","89","66","30","66","30","84"
"1681847419-4193","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Kolkata","https://www.aqi.in/dashboard/india/west-bengal/kolkata","Fort William","MODERATE","66","57","19","57","30","84"
"1681847419-4194","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Kolkata","https://www.aqi.in/dashboard/india/west-bengal/kolkata","Jadavpur","MODERATE","99","67","35","67","30","84"
"1681847419-4195","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Kolkata","https://www.aqi.in/dashboard/india/west-bengal/kolkata","Jadavpur","MODERATE","89","63","30","63","30","84"
"1681847419-4196","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Kolkata","https://www.aqi.in/dashboard/india/west-bengal/kolkata","Kolkata Us Consulate","MODERATE","99","58","35","0","30","84"
"1681847419-4197","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Kolkata","https://www.aqi.in/dashboard/india/west-bengal/kolkata","Kulia","MODERATE","95","55","33","53","30","84"
"1681847419-4198","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Kolkata","https://www.aqi.in/dashboard/india/west-bengal/kolkata","Rabindra Sarobar","MODERATE","74","55","23","55","30","84"
"1681847419-4199","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Kolkata","https://www.aqi.in/dashboard/india/west-bengal/kolkata","Tangra","MODERATE","97","66","34","66","30","84"
"1681847419-4200","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Kolkata","https://www.aqi.in/dashboard/india/west-bengal/kolkata","Victoria","MODERATE","97","93","34","93","30","84"
"1681847422-4201","https://www.aqi.in/","India","https://www.aqi.in/dashboard/india","West Bengal","https://www.aqi.in/dashboard/india/west-bengal","Khardah","https://www.aqi.in/dashboard/india/west-bengal/khardah","Dhakuria","MODERATE","97","89","34","89","30","84"
