web-scraper-order,web-scraper-start-url,Country,Country-href,State,State-href,City,City-href,LOCATIONS,Status,AQI-US,AQI-IN,PM25,PM10,Temp,Humid
"1681841984-1149","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Tak","https://www.aqi.in/dashboard/thailand/tak","Tak","https://www.aqi.in/dashboard/thailand/tak/tak","รพ.สมเด็จพระเจ้าตากสินมหาราช ต.ระแหง อ.เมืองตาก จ.ตาก","MODERATE","153","99","59","71","28","48"
"1681841984-1150","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Tak","https://www.aqi.in/dashboard/thailand/tak","Tak","https://www.aqi.in/dashboard/thailand/tak/tak","โรงพยาบาลบ้านตาก","GOOD","70","21","21","21","26","59"
"1681841987-1151","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Tak","https://www.aqi.in/dashboard/thailand/tak","Mae Sot","https://www.aqi.in/dashboard/thailand/tak/mae-sot","Mae Pa","MODERATE","142","87","52","67","22","88"
"1681841987-1152","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Tak","https://www.aqi.in/dashboard/thailand/tak","Mae Sot","https://www.aqi.in/dashboard/thailand/tak/mae-sot","Mae Ramat Hospital, Mae Ramat Subdistrict, Mae Ramat District, Tak Province","POOR","158","130","69","75","22","88"
"1681841987-1153","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Tak","https://www.aqi.in/dashboard/thailand/tak","Mae Sot","https://www.aqi.in/dashboard/thailand/tak/mae-sot","รพ.อุ้มผาง ต.อุ้มผาง อ.อุ้มผาง จ.ตาก","POOR","164","169","81","85","22","88"
"1681841987-1154","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Tak","https://www.aqi.in/dashboard/thailand/tak","Mae Sot","https://www.aqi.in/dashboard/thailand/tak/mae-sot","โรงพยาบาลท่าสองยาง จ. ตาก","GOOD","50","20","12","12","22","88"
"1681841993-1155","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Surin","https://www.aqi.in/dashboard/thailand/surin","Surin","https://www.aqi.in/dashboard/thailand/surin/surin","ค่ายวีระโยธิน กกล.สุรนารี ต.นอกเมือง อ.เมือง จ.สุรินทร์ (บก.กอ.รมน.ภาค 2 ส่วนแยก 2)","MODERATE","93","53","32","35","35","41"
"1681841993-1156","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Surin","https://www.aqi.in/dashboard/thailand/surin","Surin","https://www.aqi.in/dashboard/thailand/surin/surin","ศูนย์ราชการจ.สุรินทร์ ต.นอกเมือง อ.เมือง จ.สุรินทร์ (กอ.รมน.สุรินทร์)","GOOD","68","33","20","20","34","43"
"1681841998-1157","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Surat Thani","https://www.aqi.in/dashboard/thailand/surat-thani","Surat Thani","https://www.aqi.in/dashboard/thailand/surat-thani/surat-thani","Regional Environmental Office 14","MODERATE","117","70","42","51","30","66"
"1681841998-1158","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Surat Thani","https://www.aqi.in/dashboard/thailand/surat-thani","Surat Thani","https://www.aqi.in/dashboard/thailand/surat-thani/surat-thani","รร.เทศบาล3 (ตลาดล่าง)​ ต.ตลาด อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี","MODERATE","122","73","44","54","30","66"
"1681841998-1159","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Surat Thani","https://www.aqi.in/dashboard/thailand/surat-thani","Surat Thani","https://www.aqi.in/dashboard/thailand/surat-thani/surat-thani","สสอ.กาญจนดิษฐ์ ต.กะแดะ อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี","MODERATE","147","90","54","63","26","82"
"1681841998-1160","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Surat Thani","https://www.aqi.in/dashboard/thailand/surat-thani","Surat Thani","https://www.aqi.in/dashboard/thailand/surat-thani/surat-thani","สสอ.ไชยา ต.ตลาดไชยา อ.ไชยา จ.สุราษฎร์ธานี","MODERATE","134","82","49","59","26","82"
"1681842001-1161","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Surat Thani","https://www.aqi.in/dashboard/thailand/surat-thani","Ko Samui","https://www.aqi.in/dashboard/thailand/surat-thani/ko-samui","โรงพยาบาลเกาะสมุย จ.สุราษฎร์ธานี","MODERATE","124","75","45","54","29","74"
"1681842004-1162","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Surat Thani","https://www.aqi.in/dashboard/thailand/surat-thani","Ban Na San","https://www.aqi.in/dashboard/thailand/surat-thani/ban-na-san","Khian Sa Hospital, Khian Sa Subdistrict, Khian Sa District, Surat Thani Province","MODERATE","112","66","40","48","25","85"
"1681842004-1163","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Surat Thani","https://www.aqi.in/dashboard/thailand/surat-thani","Ban Na San","https://www.aqi.in/dashboard/thailand/surat-thani/ban-na-san","โรงพยาบาลสมเด็จพระยุพราชเวียงสระ อ.เวียงสระ จ.สุราษฎ์ธานี","MODERATE","122","73","44","54","25","85"
"1681842010-1164","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Suphan Buri","https://www.aqi.in/dashboard/thailand/suphan-buri","Suphan Buri","https://www.aqi.in/dashboard/thailand/suphan-buri/suphan-buri","Suphan Buri Provincial Central Stadium","MODERATE","152","69","57","69","30","66"
"1681842010-1165","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Suphan Buri","https://www.aqi.in/dashboard/thailand/suphan-buri","Suphan Buri","https://www.aqi.in/dashboard/thailand/suphan-buri/suphan-buri","รพ.หนองหญ้าไซ จ.สุพรรณบุรี","MODERATE","132","79","48","59","29","73"
"1681842012-1166","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Suphan Buri","https://www.aqi.in/dashboard/thailand/suphan-buri","Song Phi Nong","https://www.aqi.in/dashboard/thailand/suphan-buri/song-phi-nong","รพ.สต.บ้านห้วยหิน","GOOD","46","11","11","11","29","73"
"1681842012-1167","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Suphan Buri","https://www.aqi.in/dashboard/thailand/suphan-buri","Song Phi Nong","https://www.aqi.in/dashboard/thailand/suphan-buri/song-phi-nong","รพ.อู่ทอง ต.จรเข้สามพัน อ.อู่ทอง จ.สุพรรณบุรี","MODERATE","152","96","57","63","30","66"
"1681842018-1168","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sukhothai","https://www.aqi.in/dashboard/thailand/sukhothai","Si Satchanalai","https://www.aqi.in/dashboard/thailand/sukhothai/si-satchanalai","T.M. Si Satchanalai (new house), Tha Chai Subdistrict, Si Satchanalai District, Sukhothai Province","GOOD","50","24","12","24","30","40"
"1681842025-1169","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Songkhla","https://www.aqi.in/dashboard/thailand/songkhla","Songkhla","https://www.aqi.in/dashboard/thailand/songkhla/songkhla","หอดูดาวเฉลิมพระเกียรติ 7 รอบ พระชนมพรรษา จ. สงขลา","GOOD","42","17","10","11","25","94"
"1681842028-1170","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Songkhla","https://www.aqi.in/dashboard/thailand/songkhla","Sadao","https://www.aqi.in/dashboard/thailand/songkhla/sadao","กอ.รมน.จ.สงขลาส่วนหน้า ต.คลองทราย อ.นาทวี จ.สงขลา(กอ.รมน.สงขลา)","GOOD","50","20","12","16","25","94"
"1681842031-1171","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Songkhla","https://www.aqi.in/dashboard/thailand/songkhla","Hat Yai","https://www.aqi.in/dashboard/thailand/songkhla/hat-yai","Hat Yai Municipality","MODERATE","107","63","38","55","25","94"
"1681842031-1172","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Songkhla","https://www.aqi.in/dashboard/thailand/songkhla","Hat Yai","https://www.aqi.in/dashboard/thailand/songkhla/hat-yai","โรงเรียนเทศบาล 6 (อนุบาลในฝัน) ทน. หาดใหญ่","MODERATE","99","58","35","35","25","94"
"1681842035-1173","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Songkhla","https://www.aqi.in/dashboard/thailand/songkhla","Ban Phru","https://www.aqi.in/dashboard/thailand/songkhla/ban-phru","โรงเรียนเทศบาล ๑ (ชุมชนบ้านอุดมทอง) ต. พะตง อ.หาดใหญ่ จ.สงขลา","MODERATE","132","79","48","49","25","94"
"1681842041-1174","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sisaket","https://www.aqi.in/dashboard/thailand/sisaket","Si Sa Ket","https://www.aqi.in/dashboard/thailand/sisaket/si-sa-ket","รพ.ค้อวัง ต.ค้อวัง อ.ค้อวัง จ.ยโสธร","MODERATE","134","82","49","65","31","54"
"1681842041-1175","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sisaket","https://www.aqi.in/dashboard/thailand/sisaket","Si Sa Ket","https://www.aqi.in/dashboard/thailand/sisaket/si-sa-ket","รพ.ปรางค์กู่ ต.พิมายเหนือ อ.ปรางค์กู่ จ.ศรีสะเกษ","MODERATE","139","85","51","61","31","54"
"1681842041-1176","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sisaket","https://www.aqi.in/dashboard/thailand/sisaket","Si Sa Ket","https://www.aqi.in/dashboard/thailand/sisaket/si-sa-ket","รพ.สต.ศิริพัฒนา อ.ค้อวัง จ.ยโสธร","MODERATE","112","66","40","44","31","54"
"1681842041-1177","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sisaket","https://www.aqi.in/dashboard/thailand/sisaket","Si Sa Ket","https://www.aqi.in/dashboard/thailand/sisaket/si-sa-ket","รพ.สต.โพนเมือง ต.ฟ้าห่วน อ.ค้อวัง จ.ยโสธร","GOOD","72","36","22","27","31","54"
"1681842041-1178","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sisaket","https://www.aqi.in/dashboard/thailand/sisaket","Si Sa Ket","https://www.aqi.in/dashboard/thailand/sisaket/si-sa-ket","สสจ.ศรีสะเกษ ต.เมืองใต้ อ.เมือง จ.ศรีสะเกษ","MODERATE","93","53","32","48","33","48"
"1681842043-1179","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sisaket","https://www.aqi.in/dashboard/thailand/sisaket","Kantharalak","https://www.aqi.in/dashboard/thailand/sisaket/kantharalak","Nam Yuen Hospital, Siwichian Subdistrict, Nam Yuen District, Ubon Ratchathani Province","MODERATE","139","85","51","61","28","66"
"1681842043-1180","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sisaket","https://www.aqi.in/dashboard/thailand/sisaket","Kantharalak","https://www.aqi.in/dashboard/thailand/sisaket/kantharalak","Phu Sing Subdistrict, Huay Tik Chu Subdistrict, Phu Sing District, Sisaket Province","MODERATE","151","93","56","67","28","66"
"1681842043-1181","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sisaket","https://www.aqi.in/dashboard/thailand/sisaket","Kantharalak","https://www.aqi.in/dashboard/thailand/sisaket/kantharalak","รพ.สต.บ้านหนองมะเกลือ ต.โนนค้อ อ.โนนคูณ จ.ศรีสะเกษ","GOOD","53","21","13","19","28","66"
"1681842043-1182","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sisaket","https://www.aqi.in/dashboard/thailand/sisaket","Kantharalak","https://www.aqi.in/dashboard/thailand/sisaket/kantharalak","สสอ.กันทรลักษ์ ต.น้ำอ้อม อ.กันทรลักษ์ จ.ศรีสะเกษ","MODERATE","149","92","55","75","28","66"
"1681842049-1183","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sing Buri","https://www.aqi.in/dashboard/thailand/sing-buri","Sing Buri","https://www.aqi.in/dashboard/thailand/sing-buri/sing-buri","เทศบาลตำบลถอนสมอ อ.ท่าช้าง จ.สิงห์บุรี (กพร.)","MODERATE","152","96","57","67","31","62"
"1681842052-1184","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sing Buri","https://www.aqi.in/dashboard/thailand/sing-buri","Bang Racham","https://www.aqi.in/dashboard/thailand/sing-buri/bang-racham","Bang Rachan Subdistrict Administrative Organization, Bang Rachan Subdistrict, Khai Bang Rachan District, Singburi Province","MODERATE","134","82","49","63","30","63"
"1681842052-1185","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sing Buri","https://www.aqi.in/dashboard/thailand/sing-buri","Bang Racham","https://www.aqi.in/dashboard/thailand/sing-buri/bang-racham","รพ.สต.โพชนไก่ ต.โพชนไก่ อ.บางระจัน จ.สิงห์บุรี","MODERATE","144","88","53","65","31","62"
"1681842052-1186","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sing Buri","https://www.aqi.in/dashboard/thailand/sing-buri","Bang Racham","https://www.aqi.in/dashboard/thailand/sing-buri/bang-racham","อบต.พักทัน ต.พักทัน อ.บางระจัน จ.สิงห์บุรี (กพร.)","UNHEALTHY","172","220","96","105","31","62"
"1681842052-1187","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sing Buri","https://www.aqi.in/dashboard/thailand/sing-buri","Bang Racham","https://www.aqi.in/dashboard/thailand/sing-buri/bang-racham","อบต.สระแจง ต.สระแจง อ.บางระจัน จ.สิงห์บุรี (กพร.)","MODERATE","112","66","40","44","30","63"
"1681842052-1188","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sing Buri","https://www.aqi.in/dashboard/thailand/sing-buri","Bang Racham","https://www.aqi.in/dashboard/thailand/sing-buri/bang-racham","อบต.ห้วยชัน ต.ห้วยชัน อ.อินทร์บุรี จ.สิงห์บุรี (กพร.)","MODERATE","99","58","35","43","30","63"
"1681842052-1189","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sing Buri","https://www.aqi.in/dashboard/thailand/sing-buri","Bang Racham","https://www.aqi.in/dashboard/thailand/sing-buri/bang-racham","อบต.อินทร์บุรี ต.อินทร์บุรี อ.อินทร์บุรี จ.สิงห์บุรี (กพร.)","MODERATE","151","93","56","61","30","63"
"1681842052-1190","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sing Buri","https://www.aqi.in/dashboard/thailand/sing-buri","Bang Racham","https://www.aqi.in/dashboard/thailand/sing-buri/bang-racham","อบต.โพทะเล ต.โพทะเล อ.ค่ายบางระจัน จ.สิงห์บุรี (กพร.)","POOR","156","117","65","79","31","62"
"1681842052-1191","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sing Buri","https://www.aqi.in/dashboard/thailand/sing-buri","Bang Racham","https://www.aqi.in/dashboard/thailand/sing-buri/bang-racham","อบต.ไม้ดัด อ.บางระจัน จ.สิงห์บุรี (กพร.)","GOOD","66","31","19","22","30","63"
"1681842058-1192","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Satun","https://www.aqi.in/dashboard/thailand/satun","Satun","https://www.aqi.in/dashboard/thailand/satun/satun","Phiman","MODERATE","95","55","33","22","27","89"
"1681842058-1193","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Satun","https://www.aqi.in/dashboard/thailand/satun","Satun","https://www.aqi.in/dashboard/thailand/satun/satun","ทต.กำแพง ต.กำแพง อ.ละงู จ.สตูล (กอ.รมน.สตูล)","GOOD","42","17","10","10","28","84"
"1681842058-1194","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Satun","https://www.aqi.in/dashboard/thailand/satun","Satun","https://www.aqi.in/dashboard/thailand/satun/satun","ร.5 พัน.2 ค่ายสมันตรัฐบุรินทร์ ต.คลองขุด อ.เมืองสตูล จ.สตูล (กอ.รมน.สตูล)","MODERATE","134","82","49","55","27","89"
"1681842063-1195","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sara Buri","https://www.aqi.in/dashboard/thailand/sara-buri","Saraburi","https://www.aqi.in/dashboard/thailand/sara-buri/saraburi","Khao Noi Fire Station","MODERATE","117","70","42","65","30","66"
"1681842066-1196","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sara Buri","https://www.aqi.in/dashboard/thailand/sara-buri","Phra Phutthabat","https://www.aqi.in/dashboard/thailand/sara-buri/phra-phutthabat","Na Phralan Police Station Saraburi","MODERATE","99","67","35","67","31","56"
"1681842066-1197","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sara Buri","https://www.aqi.in/dashboard/thailand/sara-buri","Phra Phutthabat","https://www.aqi.in/dashboard/thailand/sara-buri/phra-phutthabat","รพ.พัฒนานิคม ต.พัฒนานิคม อ.พัฒนานิคม จ.ลพบุรี","MODERATE","102","59","36","44","29","68"
"1681842066-1198","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sara Buri","https://www.aqi.in/dashboard/thailand/sara-buri","Phra Phutthabat","https://www.aqi.in/dashboard/thailand/sara-buri/phra-phutthabat","รร.คุ้งเขาเขียว ต.หน้าพระลาน อ.เฉลิมพระเกียรติ จ.สระบุรี","MODERATE","144","88","53","61","29","68"
"1681842066-1199","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sara Buri","https://www.aqi.in/dashboard/thailand/sara-buri","Phra Phutthabat","https://www.aqi.in/dashboard/thailand/sara-buri/phra-phutthabat","รร.หน้าพระลาน ต.หน้าพระลาน อ.เฉลิมพระเกียรติ จ.สระบุรี","GOOD","89","49","30","36","30","62"
"1681842072-1200","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Samut Songkhram","https://www.aqi.in/dashboard/thailand/samut-songkhram","Samut Songkhram","https://www.aqi.in/dashboard/thailand/samut-songkhram/samut-songkhram","Lat Yai","MODERATE","110","65","39","55","30","68"
"1681842072-1201","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Samut Songkhram","https://www.aqi.in/dashboard/thailand/samut-songkhram","Samut Songkhram","https://www.aqi.in/dashboard/thailand/samut-songkhram/samut-songkhram","ห้องเรียนสุดขอบฟ้า","MODERATE","142","86","52","0","29","69"
"1681842078-1202","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Samut Sakhon","https://www.aqi.in/dashboard/thailand/samut-sakhon","Samut Sakhon","https://www.aqi.in/dashboard/thailand/samut-sakhon/samut-sakhon","Provincial Administrative Organization","MODERATE","97","57","34","44","30","75"
"1681842080-1203","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Samut Sakhon","https://www.aqi.in/dashboard/thailand/samut-sakhon","Ban Om Noi","https://www.aqi.in/dashboard/thailand/samut-sakhon/ban-om-noi","Highway District","MODERATE","110","65","39","55","30","75"
"1681842080-1204","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Samut Sakhon","https://www.aqi.in/dashboard/thailand/samut-sakhon","Ban Om Noi","https://www.aqi.in/dashboard/thailand/samut-sakhon/ban-om-noi","Ratburana Post Office","POOR","157","124","67","87","31","71"
"1681842083-1205","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Samut Sakhon","https://www.aqi.in/dashboard/thailand/samut-sakhon","Ban Krathum Lom","https://www.aqi.in/dashboard/thailand/samut-sakhon/ban-krathum-lom","ศพด.ทม.ไร่ขิง แห่งที่ 3 บ้านเอื้ออาทรสาย 5 ต.ไร่ขิง อ.สามพราน จ.นครปฐม","GOOD","46","18","11","11","30","75"
"1681842083-1206","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Samut Sakhon","https://www.aqi.in/dashboard/thailand/samut-sakhon","Ban Krathum Lom","https://www.aqi.in/dashboard/thailand/samut-sakhon/ban-krathum-lom","ศพด.ทม.ไร่ขิง แห่งที่ 4 วังมณี ต.ไร่ขิง อ.สามพราน จ.นครปฐม","MODERATE","102","59","36","43","30","75"
"1681842090-1207","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Samut Prakan","https://www.aqi.in/dashboard/thailand/samut-prakan","Samut Prakan","https://www.aqi.in/dashboard/thailand/samut-prakan/samut-prakan","South Bangkok Power Plant","MODERATE","93","63","32","63","30","75"
"1681842090-1208","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Samut Prakan","https://www.aqi.in/dashboard/thailand/samut-prakan","Samut Prakan","https://www.aqi.in/dashboard/thailand/samut-prakan/samut-prakan","อาคารอเนกประสงค์เทศบาลนครสมุทรปราการ (กอ.รมน. สมุทรปราการ) ต.ปากน้ำ อ.เมืองสมุทรปราการ จ.สมุทรปราการ","GOOD","50","20","12","12","30","75"
"1681842093-1209","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Samut Prakan","https://www.aqi.in/dashboard/thailand/samut-prakan","Phra Pradaeng","https://www.aqi.in/dashboard/thailand/samut-prakan/phra-pradaeng","Nonsi Witthaya School","MODERATE","115","68","41","69","30","75"
"1681842093-1210","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Samut Prakan","https://www.aqi.in/dashboard/thailand/samut-prakan","Phra Pradaeng","https://www.aqi.in/dashboard/thailand/samut-prakan/phra-pradaeng","Prabadang Rehabiltation Center","MODERATE","124","75","45","2","30","75"
"1681842093-1211","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Samut Prakan","https://www.aqi.in/dashboard/thailand/samut-prakan","Phra Pradaeng","https://www.aqi.in/dashboard/thailand/samut-prakan/phra-pradaeng","Residence For Dept. Of Primary Industries And Mines","MODERATE","95","55","33","43","31","71"
"1681842093-1212","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Samut Prakan","https://www.aqi.in/dashboard/thailand/samut-prakan","Phra Pradaeng","https://www.aqi.in/dashboard/thailand/samut-prakan/phra-pradaeng","โรงพยาบาลบางจาก จ.สมุทรปราการ","MODERATE","112","66","40","48","30","75"
"1681842096-1213","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Samut Prakan","https://www.aqi.in/dashboard/thailand/samut-prakan","Ban Bang Kaeo","https://www.aqi.in/dashboard/thailand/samut-prakan/ban-bang-kaeo","National Housing Authority Bangplee","MODERATE","91","59","31","59","30","75"
"1681842096-1214","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Samut Prakan","https://www.aqi.in/dashboard/thailand/samut-prakan","Ban Bang Kaeo","https://www.aqi.in/dashboard/thailand/samut-prakan/ban-bang-kaeo","Thai Meteorological Department Bangna","MODERATE","132","80","48","36","30","75"
"1681842096-1215","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Samut Prakan","https://www.aqi.in/dashboard/thailand/samut-prakan","Ban Bang Kaeo","https://www.aqi.in/dashboard/thailand/samut-prakan/ban-bang-kaeo","รพ.สต.บางโฉลง จ.สมุทรปราการ","MODERATE","110","65","39","45","30","75"
"1681842102-1216","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sakon Nakhon","https://www.aqi.in/dashboard/thailand/sakon-nakhon","Sakon Nakhon","https://www.aqi.in/dashboard/thailand/sakon-nakhon/sakon-nakhon","Meteorological stations","MODERATE","149","92","55","73","33","33"
"1681842102-1217","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sakon Nakhon","https://www.aqi.in/dashboard/thailand/sakon-nakhon","Sakon Nakhon","https://www.aqi.in/dashboard/thailand/sakon-nakhon/sakon-nakhon","รพ.นาแก ต.บ้านแก้ง อ.นาแก จ.นครพนม","GOOD","93","37","32","37","32","38"
"1681842102-1218","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sakon Nakhon","https://www.aqi.in/dashboard/thailand/sakon-nakhon","Sakon Nakhon","https://www.aqi.in/dashboard/thailand/sakon-nakhon/sakon-nakhon","รพ.วังยาง ต.วังยาง อ.วังยาง จ.นครพนม","GOOD","55","23","14","16","32","38"
"1681842102-1219","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sakon Nakhon","https://www.aqi.in/dashboard/thailand/sakon-nakhon","Sakon Nakhon","https://www.aqi.in/dashboard/thailand/sakon-nakhon/sakon-nakhon","รพ.ศรีสงคราม ต.ศรีสงคราม อ.ศรีสงคราม จ.นครพนม","GOOD","63","30","18","19","32","38"
"1681842107-1220","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sa Kaeo","https://www.aqi.in/dashboard/thailand/sa-kaeo","Wang Nam Yen","https://www.aqi.in/dashboard/thailand/sa-kaeo/wang-nam-yen","Patong Subdistrict Office, Soi Dao District, Chanthaburi Province (ISOC Region 1, Sor. 3)","GOOD","17","7","4","4","25","88"
"1681842110-1221","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Sa Kaeo","https://www.aqi.in/dashboard/thailand/sa-kaeo","Aranyaprathet","https://www.aqi.in/dashboard/thailand/sa-kaeo/aranyaprathet","Sriaranyothai Kindergarten","GOOD","84","50","28","50","29","67"
"1681842116-1222","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Roi Et","https://www.aqi.in/dashboard/thailand/roi-et","Roi Et","https://www.aqi.in/dashboard/thailand/roi-et/roi-et","รพ.สต. บ้านสองห้อง ต.โคกสูง อ.โพนทอง จ.ร้อยเอ็ด","GOOD","70","34","21","20","33","43"
"1681842116-1223","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Roi Et","https://www.aqi.in/dashboard/thailand/roi-et","Roi Et","https://www.aqi.in/dashboard/thailand/roi-et/roi-et","รพ.สต.หนองบ้านหนองนาสร้าง ต.เหนือเมือง อ.เมืองร้อยเอ็ด จ.ร้อยเอ็ด","GOOD","38","15","9","9","33","43"
"1681842122-1224","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Rayong","https://www.aqi.in/dashboard/thailand/rayong","Rayong","https://www.aqi.in/dashboard/thailand/rayong/rayong","Agricultural Office","MODERATE","122","73","44","32","29","79"
"1681842125-1225","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Rayong","https://www.aqi.in/dashboard/thailand/rayong","Ban Map Ta Phut","https://www.aqi.in/dashboard/thailand/rayong/ban-map-ta-phut","Field Crop Research Center","MODERATE","139","85","51","45","29","79"
"1681842125-1226","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Rayong","https://www.aqi.in/dashboard/thailand/rayong","Ban Map Ta Phut","https://www.aqi.in/dashboard/thailand/rayong/ban-map-ta-phut","Government Center","GOOD","68","34","20","33","29","84"
"1681842125-1227","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Rayong","https://www.aqi.in/dashboard/thailand/rayong","Ban Map Ta Phut","https://www.aqi.in/dashboard/thailand/rayong/ban-map-ta-phut","Health Promotion Hospital Maptaput","MODERATE","91","52","31","59","29","79"
"1681842125-1228","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Rayong","https://www.aqi.in/dashboard/thailand/rayong","Ban Map Ta Phut","https://www.aqi.in/dashboard/thailand/rayong/ban-map-ta-phut","Pluakdaeng District Health Office","MODERATE","115","89","41","89","29","79"
"1681842125-1229","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Rayong","https://www.aqi.in/dashboard/thailand/rayong","Ban Map Ta Phut","https://www.aqi.in/dashboard/thailand/rayong/ban-map-ta-phut","Rayong","GOOD","68","34","20","33","29","79"
